Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MATHEWSONS EXPORTS & IMPORTS,24114.0,13419.0,16301.0,2103.0,9273.0,5770.0,5787.0,25232.0,15096.0,15096.000000000231
MATHRUBHUMI PRINTING & PUBLISHING CO. LTD.,41009225.0,45336230.0,43037251.0,45485283.0,30188649.0,24111020.0,18907546.0,17098072.0,24050694.0,24050693.999999996
MATRIX DISTRIBUTION HOUSE (P) LTD ,10203.0,19668.0,13844.0,21181.0,34082.0,13797.0,23397.0,23467.0,10094.0,10094.00000000026
MAYITHARA HOME DECOR,158890.0,191284.0,162849.0,243874.0,264437.0,141192.0,93161.0,71528.0,275378.0,275378.0000000003
MOHAMEDENS TIMBER CORPORATION,2430211.0,357040.0,1522270.0,1816235.0,737775.0,1083605.0,1179494.0,743145.0,579510.0,579509.9999999974
MOOTHEDAN OVERSEAS,96634.0,104264.0,44347.0,49238.0,21262.0,17973.0,11858.0,9580.0,29152.0,29152.000000000222
MRF LTD.,45556088.0,43804782.0,39425306.0,34384222.0,30266270.0,21826785.0,20449456.0,14035044.0,18340523.0,18340523.00000001
MUNDACKAL RUBBERS,182014.0,228554.0,217820.0,269263.0,43960.0,45940.0,50725.0,66740.0,47110.0,47110.0
NANOTECH PRINTING INKS INDIA P. LTD.,142612.0,152270.0,133898.0,104337.0,74784.0,37392.0,36360.0,49010.0,12500.0,12500.000000000284
NATURAL WOOD & VENEERS LTD.,1112461.0,84083.0,374038.0,278871.0,172419.0,94162.0,85880.0,20952.0,64511.0,64510.99999999972
NEEMA MEDINEEDS,57169.0,177678.0,235020.0,125457.0,74312.0,191591.0,8972.0,4673.0,14490.0,14490.00000000033
NEW INDIA ENGINEERING STORES,341178.0,352999.0,419740.0,427641.0,278895.0,394186.0,665807.0,566011.0,236042.0,236041.99999999988
NIMACO ENTREPRISES,67474.0,137094.0,108522.0,124296.0,81425.0,57499.0,37811.0,50128.0,27856.0,27856.00000000025
NISHANT EXPORT,2423678.0,3064213.0,2657708.0,1950583.0,2976126.0,3024943.0,3251986.0,3279116.0,4112168.0,4112168.000000001
NITTA GELATIN INDIA LTD.,252243.0,246658.0,338283.0,65921.0,391486.0,824120.0,2324799.0,1864964.0,2524569.0,2524568.999999999
NORATEL INDIA POWER COMPONENTS P. LTD.,1176472.0,904047.0,1220486.0,1231641.0,1509365.0,916783.0,1716785.0,1612847.0,220125.0,220125.00000000067
NR SECURITY SYSTEMS,17838.0,27636.0,47897.0,108419.0,123322.0,29215.0,36940.0,81800.0,61516.0,61516.00000000024
OCEAN TRADERS,34983.0,64069.0,89450.0,40613.0,33036.0,3723.0,25195.0,14972.0,16139.0,16139.000000000317
OMEGA HOME DECORS,2956563.0,4439624.0,4743498.0,6560966.0,8140548.0,8200477.0,5562001.0,6470035.0,5947325.0,5947325.0
ORCHID ENTERPRISES,20282.0,28612.0,39567.0,20004.0,43918.0,29811.0,52844.0,33357.0,57413.0,57413.00000000028
ORIENTAL TRADERS,27560.0,696274.0,478044.0,161633.0,52974.0,893570.0,1358039.0,1341830.0,1292668.0,1292667.9999999993
P. J. JOHNSONS FRUIT CO. P. LTD.,2671578.0,6062890.0,3671737.0,2858044.0,2114374.0,783422.0,1547026.0,2390650.0,3930632.0,3930632.000000002
P.U. CHEMICALS P. LTD.,37440.0,457206.0,180074.0,70320.0,669022.0,1054680.0,820647.0,845258.0,123649.0,123649.00000000086
PALLIPPADAN ENTERPRISES,345040.0,79710.0,103931.0,414260.0,395681.0,287680.0,20200.0,21210.0,42168.0,42168.000000000015
PANANCHIKKAL TRADERS,80092.0,95300.0,154254.0,166597.0,63674.0,63883.0,62987.0,63056.0,25570.0,25570.000000000135
PARAMOUNT INTERNATIONAL,21688.0,31550.0,29136.0,2842.0,16945.0,14307.0,41409.0,24242.0,23975.0,23975.000000000276
PARKA INTERNATIONAL,466960.0,783550.0,887691.0,759223.0,625653.0,350198.0,524021.0,384920.0,420335.0,420335.0000000007
PARRISONS GROUP,27500000.0,70295000.0,43903790.0,3981002.0,14806870.0,4959926.0,19005490.0,44992000.0,13934280.0,13934280.000000061
PEEKAY ROLLING MILLS (P) LTD.,13676440.0,23055720.0,14194560.0,17142467.0,15389407.0,16370913.0,18559171.0,19579530.0,6890155.0,6890155.0
PEEKAY STEEL CASTINGS P. LTD.,11042813.0,8734868.0,6253512.0,14431110.0,19008265.0,12038572.0,12196605.0,12295246.0,16528795.0,16528794.999999998
PENINSULAR TRADERS,1119116.0,1286676.0,984414.0,407222.0,50200.0,108216.0,54216.0,54324.0,115500.0,115500.00000000061
PERUMANA TRADING P. LTD.,27968.0,29957.0,26652.0,21979.0,34562.0,17544.0,2316.0,13115.0,10854.0,10854.000000000267
PHILIPS CARBON BLACK LTD.,114448865.0,123638836.0,151497450.0,154023720.0,111259780.0,99144480.0,117583410.0,144377570.0,138949090.0,138949089.9999999
PLANT LIPIDS P. LTD.,9379090.0,11990845.0,9590303.0,8710000.0,11805482.0,10462682.0,10314386.0,9324931.0,5249522.0,5249522.000000007
PODDAR GLOBAL LTD.,198742.0,5926633.0,10891721.0,5325092.0,13016604.0,13023053.0,11900745.0,5193640.0,6322454.0,6322454.00000002
POLY PIPES INDIA (P) LTD,217296.0,560736.0,1256289.0,1551620.0,10530226.0,12345808.0,4519176.0,3613972.0,3382360.0,3382360.0000000102
POLY-GUARDS EQUIPMENTS AND TOOLS P. LTD.,36541.0,30013.0,49074.0,89481.0,50894.0,106913.0,92016.0,93651.0,35225.0,35225.000000000095
POLYON INDUSTRIES  ,53120.0,98024.0,94374.0,561756.0,1112668.0,1358024.0,1923508.0,2753996.0,4840444.0,4840443.999999997
PONNORE ENTERPRISES LLP,1196513.0,2031492.0,3234285.0,1854126.0,3311086.0,2015653.0,1737546.0,1682701.0,967135.0,967135.0000000047
POOPPALLY COIR MILLS,120797.0,236214.0,146915.0,126506.0,98010.0,149923.0,232541.0,197105.0,175900.0,175900.0000000002
PRABHA SPECIALITIES,3382810.0,3980936.0,5700830.0,9416002.0,6944840.0,5584461.0,9528665.0,273820.0,554100.0,554100.0000000019
PREMIER TIMBERS,433619.0,173190.0,18687.0,422199.0,421877.0,697973.0,256463.0,24956.0,27867.0,27866.999999999836
PREMIER TRADING COMPANY,162421.0,446170.0,587250.0,1499651.0,1061618.0,489187.0,1150780.0,1336266.0,2128654.0,2128653.999999998
PRIME IMPEX,1251162.0,2878875.0,2084392.0,1414773.0,2843555.0,1425561.0,700291.0,2097224.0,104470.0,104470.00000000425
PRIMUS GLOVES P. LTD.,1088252.0,494605.0,412959.0,265264.0,1024981.0,706897.0,866601.0,1060548.0,906230.0,906230.0000000006
PRINCE ALLOYS (P) LTD.,6490330.0,4329160.0,4681606.0,4575170.0,6768770.0,3444070.0,1850020.0,2542060.0,1370420.0,1370420.000000005
PRINCE ROLLINGS (P) LTD.,5354720.0,3575570.0,4397380.0,3709820.0,7546580.0,3627390.0,2093990.0,2139706.0,2081570.0,2081570.000000008
PROMAX HOMESTYLE TRADE P. LTD.,3877.0,3296.0,4408.0,9725.0,19590.0,20862.0,21974.0,31197.0,52753.0,52753.00000000021
PROXIMA,312799.0,753272.0,396182.0,402172.0,493449.0,354860.0,242615.0,180871.0,364583.0,364583.0000000008
PULIMOOTTIL ENTERPRISES,1947097.0,2376771.0,2193015.0,3098159.0,1817405.0,1596300.0,913556.0,1663696.0,2048436.0,2048435.9999999981
PURNIMA DISTRIBUTORS,14056612.0,15816782.0,19950655.0,12687425.0,21508385.0,9628552.0,7547591.0,11992006.0,14476385.0,14476385.000000022
PVM FRUITS & VEGETABLES,1189561.0,2884664.0,2479059.0,1428089.0,2289414.0,628983.0,882540.0,1860092.0,1547786.0,1547786.0000000037
PYARELAL FOAMS P. LTD.,225567.0,749078.0,1226881.0,1723953.0,3865994.0,2450148.0,2107543.0,2613775.0,3720930.0,3720930.000000002
R.F. EXPORTS,759331.0,914169.0,826234.0,199369.0,419568.0,720648.0,586229.0,642762.0,514816.0,514816.00000000076
RAL ALUMINIUM EXTRUSIONS P. LTD.,250086.0,303202.0,112070.0,97786.0,111144.0,116490.0,69940.0,129950.0,96400.0,96400.00000000028
RAM CHARAN COMPANY,555730.0,566295.0,466439.0,327194.0,224565.0,51054.0,100989.0,76655.0,78707.0,78707.0000000005
RASA INTERNATIONAL,229685.0,454578.0,404186.0,595251.0,481714.0,383936.0,281823.0,392527.0,117362.0,117362.00000000017
RASH LINK TRADING,32520.0,74080.0,160540.0,85280.0,129865.0,67083.0,84490.0,212246.0,477570.0,477570.0000000002
REVATHI EQUIPMENT LTD.,12990.0,26812.0,30183.0,62369.0,140692.0,92998.0,129983.0,87312.0,119912.0,119912.0000000003
REVERIE CONSTRUCTIONS & SOLAR SOLUTIONS P. LTD.,35556.0,46841.0,58973.0,46316.0,38370.0,29200.0,23590.0,61574.0,74940.0,74940.0000000002
RIO TECH INDUSTRIES,111736.0,111735.0,134082.0,134082.0,134082.0,111735.0,67041.0,66006.0,22280.0,22280.000000000284
ROYAL RUBBERS,237560.0,271590.0,430720.0,488573.0,498242.0,443912.0,546586.0,274835.0,99690.0,99690.00000000042
RUBFILA INTERNATIONAL LTD.,1498710.0,64158.0,7724.0,1365117.0,2190625.0,1816567.0,1909825.0,1953190.0,3036600.0,3036599.999999998
S & M ASSOCIATES,33813.0,42590.0,119061.0,109300.0,125614.0,233653.0,167742.0,132954.0,148200.0,148200.00000000015
S & T WELCARE EQUIPMENTS P. LTD.,721222.0,939306.0,1044920.0,1089723.0,1317107.0,619180.0,49940.0,87875.0,18422.0,18422.000000001597
S. GOPAL KAMATH (COCHIN),623624.0,1595131.0,2267254.0,2997273.0,3656542.0,3160770.0,1693174.0,932280.0,1256618.0,1256618.0000000023
S.P. PAPER COMPANY ,137987.0,1173439.0,805867.0,564467.0,1782989.0,1907500.0,678879.0,684591.0,945909.0,945909.0000000024
SAFECARE RUBBER PRODUCTS P. LTD.,317866.0,159378.0,48704.0,20105.0,190020.0,4916.0,63300.0,21105.0,116300.0,116300.00000000051
SAFFE SYSTEMS,221800.0,376900.0,1122246.0,1358484.0,3231376.0,94420.0,892440.0,1675840.0,3731842.0,3731842.000000003
SAHYA TRADING CO. P. LTD.,67031.0,84463.0,114679.0,87992.0,69260.0,65028.0,79719.0,92510.0,78627.0,78627.00000000022
SAINT GOBAIN INDIA PVT LTD,81750.0,9750851.0,5882103.0,11243648.0,8978710.0,7782102.0,7820444.0,10877704.0,7678190.0,7678189.999999996
SAIT NAGJEE PURUSHOTHAM & CO. LTD.,154705.0,118569.0,141006.0,137719.0,126925.0,149841.0,43170.0,100370.0,140188.0,140188.00000000015
SANCE LABORATORIES P. LTD.,1120.0,1330.0,5302.0,5084.0,20742.0,97400.0,53970.0,58659.0,19156.0,19156.00000000018
SANDRA STEEL FURNITURE,102411.0,108203.0,79400.0,35689.0,22320.0,25120.0,21900.0,89880.0,98160.0,98160.00000000019
SANREA HEALTHCARE PRODUCTS P. LTD.,189223.0,12000.0,41678.0,126022.0,264211.0,156413.0,101772.0,83716.0,50577.0,50577.00000000032
SANTHOM METACAST P. LTD.,5354890.0,7376206.0,6921794.0,6790342.0,7177777.0,4875395.0,3224433.0,1291564.0,1105165.0,1105165.000000007
SASTHA SENIOR BUILDING PRODUCTS,4752000.0,5243640.0,5165300.0,2675480.0,3169710.0,1696640.0,2436620.0,3559500.0,3860500.0,3860500.000000003
SAUDINIFTH OIL TRADERS PVT LTD,39042.0,58162.0,97179.0,58834.0,57996.0,77960.0,98354.0,18500.0,18500.0,18500.000000000306
SEAOUX IMPORTS & EXPORTS,315369.0,390319.0,275426.0,346055.0,442958.0,445690.0,289115.0,238057.0,196140.0,196140.0000000004
SEETHI TRADING CORPORATION,50770.0,44887.0,126835.0,118109.0,181270.0,186570.0,67650.0,92250.0,70300.0,70300.00000000029
SELZER POLYMERS,485164.0,661358.0,757754.0,934128.0,1405442.0,1935688.0,1803748.0,1616652.0,2575103.0,2575102.999999999
SEPACK INDIA P. LTD.,44537.0,64835.0,35273.0,7240.0,51813.0,18800.0,27639.0,2711.0,10993.0,10993.000000000367
"SEVANA MEDINEEDS PVT.LTD.,",229028.0,309591.0,315418.0,313489.0,386241.0,555827.0,535644.0,329667.0,363016.0,363016.0000000003
SFO TECHNOLOGIES P. LTD.,170343.0,185063.0,285415.0,85189.0,97538.0,174830.0,84062.0,167732.0,64145.0,64145.00000000032
SHINE HOME STYLE TRADE P. LTD.,75747.0,125315.0,162185.0,203350.0,292607.0,227699.0,284013.0,212925.0,125776.0,125776.00000000038
SHRI GANESH ENTERPRISES,905704.0,1024010.0,484315.0,365370.0,376591.0,358057.0,200852.0,415749.0,415858.0,415858.0000000004
SINICON CONTROLS (P) LTD.,61459.0,51323.0,69980.0,96073.0,61800.0,7260.0,53080.0,15190.0,22800.0,22800.000000000236
SKY BOND INTERNATIONAL,379316.0,384489.0,239175.0,207056.0,167446.0,168545.0,174042.0,158541.0,384652.0,384652.0000000002
SOMAS,64596.0,82535.0,52197.0,70072.0,24774.0,77073.0,51834.0,16942.0,21768.0,21768.000000000175
SOUPARNIKA EXPORT ENTERPRISES,4523963.0,5096755.0,9461410.0,7995108.0,4502593.0,3822865.0,5452072.0,6017915.0,6070347.0,6070346.999999996
SOUTH MALABAR STEELS & ALLOYS P. LTD.,13916240.0,16679310.0,12459258.0,9885030.0,7529710.0,2917880.0,928740.0,1524060.0,643980.0,643980.0000000094
SPANIO IMPEX,44320.0,114459.0,134900.0,211203.0,264515.0,118428.0,60635.0,47335.0,73980.0,73980.00000000044
SPANISO STUDIO,26773503.0,5503492.0,3449441.0,910575.0,2289789.0,2334916.0,1711251.0,740292.0,460951.0,460950.999999993
SPECTRA DECOR P. LTD.,812730.0,1283698.0,690520.0,1843263.0,961990.0,132001.0,77334.0,49577.0,25373.0,25372.999999999774
SREE & COMPANY,539960.0,128600.0,25000.0,24930.0,135140.0,270530.0,406155.0,598443.0,135450.0,135449.9999999997
SRI BALAHA CHEMICALS PVT.LTD. ,73960.0,186696.0,221035.0,441211.0,389334.0,232994.0,150876.0,57156.0,258643.0,258643.00000000026
SSK EXPORTS LTD.,231113.0,400899.0,180518.0,389416.0,732971.0,2537601.0,1060579.0,297941.0,44466.0,44465.99999999989
ST. MARY'S RUBBERS P. LTD.,454522.0,572969.0,522774.0,465871.0,998636.0,351897.0,1102153.0,857834.0,1156817.0,1156817.000000001
ST.GREGORIOUS CASHEW INDUSTRIES,2886304.0,709125.0,1932389.0,1210515.0,164520.0,1556605.0,604273.0,2860900.0,1750670.0,1750669.999999995
ST.MARY'S CASHEW FACTORY,12442403.0,2884888.0,6822123.0,6289287.0,1019280.0,2466877.0,3275805.0,6604623.0,6513275.0,6513274.999999984
STABLE MAGNET WIRE P. LTD.,102304.0,148032.0,166245.0,120876.0,102782.0,60129.0,110146.0,62310.0,43979.0,43979.00000000034
STERIPHARM LTD.,117369.0,88005.0,55857.0,118767.0,105440.0,155312.0,204504.0,172155.0,156560.0,156560.00000000006
SUD-CHEMIE INDIA P. LTD.,1092377.0,1147449.0,1325774.0,2218672.0,1235262.0,1331172.0,1150363.0,1294597.0,1096935.0,1096934.9999999981
SUMMERLAND TRADING COMPANY,3062501.0,6046151.0,4417302.0,4154139.0,7882032.0,3645198.0,3166588.0,3255913.0,3500050.0,3500050.0000000093
SUN LIGHT BOARD P. LTD.,981908.0,1027892.0,1456363.0,925227.0,701542.0,883385.0,258597.0,648070.0,2063376.0,2063375.9999999998
SUNBEAM MERCANTILE VENTURES P LTD.,400588.0,976792.0,1581439.0,1801644.0,2141825.0,1920208.0,3040176.0,2581840.0,4806835.0,4806834.999999999
SUNITHA FURNITURE & FOAM PALACE,8149.0,11644.0,30160.0,30855.0,49880.0,63161.0,42650.0,56377.0,4590.0,4590.000000000236
SYNERGY BUSINESS CORP,14584.0,29964.0,39545.0,16456.0,16991.0,96222.0,59017.0,34628.0,111082.0,111082.00000000017
SYNTHITE INDUSTRIES LTD.,14718432.0,15492282.0,14099181.0,13383143.0,14344141.0,15116896.0,12300019.0,13626602.0,12655979.0,12655979.0
TAURUS INFRACORP,622452.0,722407.0,668720.0,445482.0,644552.0,381927.0,712024.0,804262.0,446124.0,446124.00000000064
TERUMO PENPOL LTD.,1757045.0,1690190.0,2004910.0,1833463.0,2221043.0,1482881.0,1952520.0,1662229.0,1646554.0,1646554.0000000012
THAROL ENTERPRISES,375700.0,595910.0,710595.0,1008717.0,1181740.0,799790.0,480201.0,1553845.0,1017500.0,1017499.9999999997
THOLATH STORES         ,10164.0,31960.0,25300.0,23128.0,27430.0,11720.0,8980.0,5950.0,14300.0,14300.000000000271
THOMSON IMPEX,2402566.0,2599613.0,4292931.0,4372702.0,4171175.0,3690282.0,4982819.0,5131253.0,5870170.0,5870169.999999998
TIARA INTERNATIONAL,75040.0,1560.0,684195.0,1197984.0,1062030.0,1043945.0,291760.0,2193250.0,608160.0,608159.9999999983
TOLIN RUBBERS P. LTD.,520140.0,836460.0,483451.0,92292.0,424715.0,424862.0,265308.0,213180.0,106205.0,106205.0000000013
TOMLUKES INDIA,305767.0,289825.0,257528.0,277163.0,368155.0,262919.0,394384.0,148782.0,176899.0,176899.00000000052
TOTAL                                   ,2713664304.0,2635813697.0,2366701667.0,2511844065.0,2481273539.0,2521187733.0,2341850049.0,2212201513.0,2260327989.0,2260327988.9999995
TRANSWARE ENTERPRISES,19950.0,25531.0,35253.0,40900.0,50059.0,31259.0,29142.0,31073.0,44324.0,44324.00000000025
TRAVANCORE CEMENTS LTD.,12716920.0,12012643.0,4011625.0,7196900.0,5097080.0,4617000.0,6707000.0,7796030.0,4736930.0,4736929.9999999935
TRAVANCORE COCOTUFT P. LTD.,608076.0,760595.0,803512.0,1121129.0,662776.0,561839.0,792970.0,634649.0,451007.0,451006.99999999965
TROPICAL BATH SOLUTIONS P. LTD.,143616.0,129117.0,468830.0,29737.0,51316.0,23962.0,42595.0,44280.0,16515.0,16515.00000000064
UNIGUL TRADERS,12162.0,28907.0,51894.0,30017.0,24810.0,26445.0,8740.0,8439.0,8739.0,8739.000000000262
UNIPOWER  TRANSFORMERS P. LTD.,1348091.0,2883318.0,526885.0,2670828.0,952003.0,3273070.0,3912168.0,1889584.0,629228.0,629227.9999999967
UNITED TIMBER CORPORATION,156200.0,427110.0,212443.0,27980.0,59200.0,55580.0,119070.0,28460.0,49600.0,49600.000000000684
UNIVERSAL OLEORESINS,149450.0,181915.0,195098.0,428026.0,278786.0,264719.0,217503.0,603707.0,291702.0,291701.99999999953
V U S TIMBERS,2298540.0,2862415.0,3636800.0,2276250.0,5364773.0,3601015.0,4381182.0,771764.0,3190776.0,3190776.0000000084
V-GUARD INDUSTRIES LTD.,3283917.0,5046658.0,5466376.0,4285367.0,6074236.0,2939643.0,3331596.0,1430673.0,1319565.0,1319565.0000000086
V.S. INTERNATIONAL,1596182.0,2534455.0,2382785.0,2773579.0,3647051.0,4353320.0,2342510.0,3128872.0,3378752.0,3378752.0
V.S. TIMBERS P. LTD.,2667601.0,3892069.0,3858886.0,2314281.0,1446219.0,2926943.0,1322265.0,1878310.0,266938.0,266938.00000000064
VALLABHDAS & COMPANY,4927038.0,2963780.0,3649860.0,9068641.0,5043860.0,5503470.0,6375620.0,7412320.0,5285240.0,5285239.999999987
VANCHINADU FORGINGS P. LTD.,263720.0,239170.0,576810.0,1456120.0,1462365.0,1009530.0,105330.0,306790.0,176330.0,176330.00000000012
VECTOR SURGICAL DISPOSABLES,111197.0,168856.0,79638.0,185406.0,106846.0,130341.0,461047.0,375308.0,55685.0,55685.0
VICTORY IMPEX CO.,1716548.0,2186901.0,2506576.0,2225535.0,2195956.0,1761613.0,875059.0,940379.0,1844773.0,1844773.0000000012
VIKAS PAPER MART,2451568.0,2286277.0,1024653.0,784608.0,1044951.0,569728.0,371262.0,74512.0,80727.0,80727.00000000176
VKL SEASONING P. LTD.,1228878.0,1120136.0,1061165.0,726280.0,1069932.0,1124538.0,1124703.0,1902414.0,1432853.0,1432852.9999999998
WATTS ELECTRONICS P. LTD.,139259.0,270177.0,167439.0,158410.0,246995.0,198374.0,212701.0,189557.0,179668.0,179668.00000000044
WESTERN INDIA CASHEW COMPANY,652075.0,2386535.0,1979342.0,2386949.0,2071514.0,3035875.0,2729672.0,1614401.0,2910304.0,2910304.0
WESTERN INDIA PLYWOODS LTD.,1965604.0,2328289.0,2857965.0,1836950.0,1618583.0,898255.0,575259.0,490330.0,290890.0,290890.00000000227
WESTWOOD FLOORINGS,154192.0,93398.0,168604.0,101146.0,15770.0,69495.0,72318.0,91464.0,43622.0,43622.000000000095
WFB BRAID & COMPANY (INDIA) P. LTD.,2364181.0,2253016.0,2466678.0,1855420.0,2492640.0,879862.0,1989005.0,2650718.0,2819422.0,2819422.000000001
WILLIAM GOODACRE & SONS INDIA LTD.,1042896.0,1166485.0,799453.0,876292.0,842511.0,608906.0,734498.0,717743.0,844555.0,844555.0000000003
WOOD CRUST                           ,817051.0,882937.0,846676.0,756633.0,1022141.0,795503.0,1010528.0,1160172.0,1645692.0,1645692.0000000002
XO PACK P. LTD.,445501.0,453895.0,1063671.0,931989.0,903960.0,800921.0,265929.0,884050.0,638499.0,638499.0
XXX,5015024.0,5608996.0,5981834.0,5652260.0,5014760.0,5570975.0,5223161.0,4685472.0,4717822.0,4717821.999999999
YAAZI INTERNATIONAL,2147414.0,2141409.0,1776710.0,1149221.0,1224630.0,467176.0,545239.0,408255.0,363685.0,363685.0000000019
YASEEN INTERNATIONAL,456027.0,689839.0,379240.0,377989.0,147925.0,88250.0,28950.0,98810.0,88970.0,88970.00000000028
YES YES ROOFS,1014066.0,1499388.0,1002686.0,576756.0,406076.0,200981.0,63000.0,108075.0,47595.0,47595.000000001186
ZEBA LAB FURNITURE P. LTD.,78471.0,84048.0,76333.0,44038.0,59127.0,39238.0,39378.0,149286.0,32089.0,32089.000000000215
1ATB VENTURES,32335.0,32335.0,25392.5,18450.0,18450.0,18450.0,18450.0,18450.0,18450.0,18450.000000000236
"2B TRADE INTERNATIONAL,",10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.0,10993.000000000231
2M COMPONENTS LLP,25670.0,25670.0,25670.0,25670.0,22850.0,21927.0,20402.0,20402.0,20402.0,20402.00000000023
2M INDUSTRIAL ENTERPRISES LLP,13062.0,18793.0,14443.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0000000002511
360 DEGREE EXPORTERS,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0000000002328
3F INDUSTRIES LTD.,190035.0,190035.0,190035.0,190035.0,190035.0,190035.0,190035.0,95976.0,76896.0,76896.0000000003
3N ECOPACK P. LTD.,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.0,79160.00000000022
3S INDIA,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0000000002327
4 COLOR INTERNATIONAL GENERAL TRADING   ,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.0,18510.00000000023
4 PLANET ENERGY (P) LTD.,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.000000000232
4A TRADERS,33043.0,33043.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0,1801.0000000002385
4G WORLD MOBILES & ELECTRONIC,1975.0,1975.0,3327.5,4680.0,4680.0,4680.0,4680.0,4680.0,4680.0,4680.00000000023
4KIDS,9000.0,9000.0,21345.0,12830.0,29762.0,45137.0,7590.0,28380.0,5840.0,5840.00000000024
4P MART,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.0,9900.000000000231
4S SALES CORPORATION,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.0,19110.00000000023
5D VISIONS,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.000000000231
7 SKY INTERNATIONAL,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.000000000226
A & A ENTERPRISE,279385.0,12970.0,40666.0,37229.0,33792.0,30355.0,26918.0,26918.0,26918.0,26918.000000000076
A & A ENTERPRISES,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.0,7828.000000000231
A & A INTERNATIONAL,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.0,9649.000000000231
A & J TRADERS,113727.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.0,13930.000000000171
A & M EXPORTS,5251.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.0,7904.000000000233
A & M TRADING P. LTD.,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.0,15471.00000000023
A 1 PRODUCTS,12293.0,12293.0,100061.0,100061.0,100061.0,100061.0,100061.0,100061.0,100061.0,100061.0000000002
A A INTERNATIONAL,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.0,23460.00000000023
A AND A POWER TOOLS,2280.0,2280.0,2280.0,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0,3335.0000000002315
A K STEELS   ,99662.0,49760.0,67436.8,85113.6,102790.4,120467.2,138144.0,138144.0,138144.0,138144.00000000012
A N H TRADERS,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.0,55900.00000000022
A ONE FURNITURES,38690.0,43300.0,32750.0,39430.0,39430.0,39430.0,39430.0,39430.0,39430.0,39430.00000000022
A ONE GLASS HOUSE,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.0,27421.000000000226
